Genre,Description,original_index,unique_index
Family,Add a Plot,2975,1049
Family,"When they are left on their own a few days before Christmas, three white little fur balls get their paws into a world of trouble. A couple of no-good burglars have made off with all of the ...",2976,2965
"Horror,Mystery,Thriller","American and British friends studying in Finland decide to take up an offer to travel to the Arctic Circle and experience the mysterious, pagan celebration of Midsummer's Eve.",2977,2966
"Family,Western","Ken McLaughlin struggles to please his family in any way. He comes back from boarding school boasting poor grades and facing going through the fifth grade again, much to his fathers dismay....",2978,2967
"Drama,Family","Keith Carradine stars alongside a young, popular cast in this inspiring second chapter of the beloved Cowgirls 'N Angels story filled with heart, horses & high-reaching adventure.",2979,2968
"Drama,Family",A young girl's special love for a horse helps them both.,2980,2969
"Animation,Family,Musical","Trained in the skills of sea power, Pi the fish can fight a shark, sink a squid or batter any random predator that ever threatens his friends and neighbors on the reef. Unfortunately, being...",2981,2970
Horror,"A research team finds a mysterious cylinder in a deserted church. If opened, it could mean the end of the world.",2982,2971
Horror,"Legend says that Antonio Bay was built in 1880 with blood money obtained from shipwrecked lepers but no one believes it. On the eve of the town's centennial many plan to attend the celebrations, including the murdered lepers.",2983,2972
Thriller,A professor conducts a psychological experiment with a family of seven in a secluded woods.,2984,2973
"Animation,Adventure,Family","Sammy and Ray, leatherback turtles and friends forever, are enjoying an atoll's water and sand, shepherding new hatchlings Ricky and Ella out to sea. Suddenly, a poacher swoops in and ships...",2985,2974
"Animation,Adventure,Family",Three young houseflies stow away aboard the Apollo 11 flight to the moon.,2986,2975
"Animation,Adventure,Family","Being teased for his color, Johnny the white koala joins a traveling carnival with Hamish, a Tasmanian devil, and Higgens, a photographer monkey as talent agents. On the way through the ...",2987,2976
Comedy,An ambitious day laborer gets his dream job when he shows up for the wrong interview.,2988,2977
Family,"Thom and Dusty have tried everything to make it, but when they find a single piece of paper, a treasure map, they travel to Mexico to find the treasure. They find it but lose it and not until they get home do they find the real treasure.",2989,2978
"Action,Adventure,Sci-Fi","Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",2990,2979
Drama,Add a Plot,2991,235
"Drama,Family","A young boy fears that he shot his older brother, who is only faking. He then runs away to Coney Island, a crowded beach area, and gets money by returning soda bottles for their deposits.",2992,2980
"Biography,Drama,Family","Young and inexperienced Sister Ann has just arrived at her next posting at Samaritan House, a Dominican order located in a disreputable neighborhood of Ghent, Belgium. Sister Ann is ...",2993,2981
"Crime,Drama,Film-Noir","A wife convinces her husband to fake his death so they can collect on the life insurance. However, he doesn't know that she has been having an affair for some time, and she has plans for the money - and they don't include him.",2994,2982
"Adventure,Drama,History","A dramatization of the real-life Johnson County War in 1890 Wyoming, in which a sheriff born into wealth attempts to protect immigrant farmers from rich cattle interests.",2995,2983
"Action,Family",Inner city kids from a poor neighborhood go up against the undefeated Beverly Hills Junior National Karate Team.,2996,2984
"Comedy,Mystery","When a dead body turns up in the home of a famous actress, two reporters (who also happen to be in love with one another) compete to get the real scoop.",2997,2985
"Documentary,Kids & Family","For the first time in movie history, audiences will truly see and feel what it was like when dinosaurs ruled the Earth. WALKING WITH DINOSAURS is the ultimate immersive, big screen adventure for families. Meet dinosaurs more real than you've ever seen as you take off on a thrilling prehistoric adventure, where Patchi, an underdog dinosaur, triumphs against all odds to become a hero for the ages. (c) Fox",2998,2986
"Comedy,Drama,Family","Lisa, an emotionally strong and driven woman who loses her will to go on, when everything she has worked long and hard for, was imperiled due to a night of drunken and unbridled passion.",2999,2987
"Action,Adventure,Family",Eight kids develop their natural talents to superhero levels to confront a comic-book-inspired villain kidnapping neighborhood dogs to pull off the crime of the century.,3000,2988
"Adventure,Family,Fantasy","For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing ... and the great lamps that illuminate the city are starting to flicker.",3001,2989
Horror,A brother and sister driving home for spring break encounter a flesh-eating creature in the isolated countryside that is on the last day of its ritualistic eating spree.,3002,2990
"Crime,Drama,Mystery",A journalist investigates a series of murders near American-owned factories on the border of Juarez and El Paso.,3003,2991
"Adventure,Family,Fantasy","When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle ...",3004,2992
"Action,Horror,Thriller",A vampire hunter and a priest fight a band of the walking dead in Mexico.,3005,2993
"Drama,Family,Romance","The story of a girl who abandoned her family for the big city, returns home to the heart of the country. She finds values and love there that her life was missing. You can always go home.",3006,2994
"Comedy,Drama,Family",A deaf actor who plays a superhero on a TV show must look beyond the cape to inspire a deaf boy to believe in himself.,3007,2995
Family,"Austin is a rising high school football star, who has his life all mapped out, until his coach makes a decision that forces him to change the course of his life. Austin finds himself in a ...",3008,2996
"Documentary,Biography,Family","How Frans Afman, a banker from the Netherlands, developed a new system for film financing, revolutionized independent filmmaking in Hollywood, but could not prevent it all from crashing down, when ambition of others turned into greed.",3009,2997
"Drama,Family,Fantasy","15 years ago, Ben Walker left his girlfriend and his ministry calling for a business opportunity. Now with a high-paying career and a trophy fiancé, he is visited by an angel, who gives him...",3010,2998
"Comedy,Drama,Family",Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,3011,2999
"Animation,Adventure,Family",Four children set out on a journey to find a new home.,3012,3000
"Comedy,Family","After Southern belle Elizabeth Lloyd runs off to marry Yankee Jack Sherman, her father, a former Confederate colonel during the Civil War, vows to never speak to her again. Several years ...",3013,3001
Thriller,"A man wakes up buried in a coffin, alone with the light from a cell phone.",3014,3002
"Comedy,Romance",Adam is a painter who works as cab driver and blames his difficulties with women on his former girlfriend Kate who left him for lesbian Anne. As a result he doesn't pay much attention to ...,3015,3003
"Comedy,Romance",The life of a successful professional woman turns chaotic when her boyfriend accidentally reveals on TV a highly personal secret about her.,3016,3004
"Documentary,Drama,Family",Bite Size tells the stories of 4 kids around the country as they embark on a journey to become healthier and lose weight. All it takes is someone to believe in you and the will to try.,3017,3005
"Drama,Family","Amid a strict Muslim rearing and a social life he's never had, Tariq enters college confused. New peers, family and mentors help him find his place, but the 9-11 attacks force him to face his past and make the biggest decisions of his life.",3018,3006
"Drama,Crime,Romance","Jamey Meadows is a convict just released from prison, hoping to live a straight life on the outside. His brother tries to reenlist him into the crime world, but Jamey resists, getting a job...",3019,3007
"Comedy,Romance","See You in September is an original romantic comedy set in current day Manhattan. The film centers around Lindsay, a beautiful woman who seemingly has it all, but is deeply afraid of ...",3020,3008
Drama,"Brillant pianist Larry Addams allows his frustrated ambitions to ruin his life and commits suicide, leaving his wife, Lee, and two small children, Penny and Chase, under the stigma of ...",3021,3009
Drama,Young Nell loses her job and home and her father is sent to prison. She joins the Salvation Army and tries to redeem him when he comes out bent on continuing his life of crime.,3022,3010
"Comedy,Musical,Romance","Candy Williams is a struggling performer in a musical troupe, headed by Hap Schneider. Unfortunately, the troupe has fallen on hard times, forcing the members to get jobs cleaning hotel ...",3023,3011
"Comedy,Musical,Romance","Romantic misunderstandings abound when spouses suspect each other of being unfaithful, and a nightclub singer takes a cruise under a false identity.",3024,3012
"Comedy,Romance","A man and woman share a telephone line and despise each other, but then he has fun by romancing her with his voice disguised.",3025,3013
"Biography,Drama,Music","A fictionalized account of the career of jazz singer Ruth Etting and her tempestuous marriage to gangster Marty Snyder, who helped propel her to stardom.",3026,3014
"Comedy,Musical,Romance","Miss Ethel 'Dynamite' Jackson is a chorus girl who mistakingly receives an invitation from the State Department to represent the American theatre at an arts exposition in Paris, France. ...",3027,3015
"Comedy,Musical,Romance",The Winfield family moves into a new house in a small town in Indiana. Tomboy Marjorie Winfield begins a romance with William Sherman who lives across the street. Marjorie has to learn how ...,3028,3016
"Comedy,Romance","A hypochondriac thinks he's dying this time, and makes plans for his wife which she discovers and misunderstands.",3029,3017
"Comedy,Romance",A series of misunderstandings leaves an advertising executive with a campaign for a product which has not been invented yet while he romances his rival in the guise of its inventor.,3030,3018
Comedy,"Jane Osgood runs a lobster business, which supports her two young children. Railroad staff inattention ruins her shipment, so with her lawyer George, Jane sues Harry Foster Malone, director of the line and the 'meanest man in the world'.",3031,3019
"Comedy,Musical,Romance",Pretty Melinda Howard has been abroad singing with a musical troupe. She decides to return home to surprise her mother whom she thinks is a successful Broadway star with a mansion in ...,3032,3020
"Comedy,Musical,Romance","In this reworking of 'No, No, Nanette,' wealthy heiress Nanette Carter bets her uncle $25,000 that she can say 'no' to everything for 48 hours. If she wins, she can invest the money in a ...",3033,3021
"Comedy,Romance","The Pooles are unable to have a baby after years of trying. They apply to the Rock-A-Bye Adoption Agency, and are assigned Miss Novick as an investigator. Through a farfetched ...",3034,3022
"Comedy,Fantasy,Musical","Two sailors, one naive, the other experienced in the ways of the world, on liberty in Los Angeles, is the setting for this movie musical.",3035,3023
"Musical,Romance",A nightclub performer hires a naive chorus girl to become his new dance partner to make his former partner jealous and to prove he can make any partner a star.,3036,3024
"Comedy,Musical","After writing a tell-all book about her days in the dance troupe 'Barry Nichols and Les Girls', Sybil Wren (Kay Kendall) is sued for libeling her fellow dancer Angele (Taina Elg). A Rash&...",3037,3025
"Adventure,Comedy,Musical","A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",3038,3026
"Comedy,Musical,Romance","The Wolves baseball team gets steamed when they find they've been inherited by one K.C. Higgins, a suspected 'fathead' who intends to take an active interest in running the team. But K.C. ...",3039,3027
"Musical,Romance","A small-town farmer, down on her luck, finds her homestead invaded by a theatrical troupe invited to stay by her ne'er-do-well sister.",3040,3028
"Comedy,Family","A Christmas obsessed Jewish boy on his way to sunny Florida figures out how to get the Christmas of his dreams by trading airline tickets and places with another boy on his way to snowy Christmastown, WA.",3041,3029
"Comedy,Family,Sport","A family adopts a runt of a dachshund from a shelter. Only time will tell if little 'Shelly' and her new family are up for the challenges of entering the nation's greatest wiener dog race, ...",3042,3030
Family,"When a mythical device from ancient times is rebuilt by a group of Confederates who feel the civil war never ended, Mickey Matson and his newfound friend, Sully, must follow a series of ...",3043,3031
"Biography,Comedy,Musical",Biographic movie about the American composer Sigmund Romberg.,3044,3032
"Comedy,Drama,Family","'Logan' is a story about two teenage brothers, Tyler and Logan. Logan, the younger of the two, has got his mind set on a seemingly impossible project which turns out to be much harder than ...",3045,3033
"Drama,Family","'David' tells the story of Daud, an eleven year old religious Muslim boy growing up in Brooklyn. Concealing his Muslim identity, Daud inadvertently befriends a group of Jewish boys who ...",3046,3034
"Action,Adventure,Family","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",3047,3035
"Comedy,Musical","The late, great impresario Florenz Ziegfeld looks down from heaven and ordains a new revue in his grand old style.",3048,3036
"Comedy,Drama,Musical","Three soldiers meet 10 years after their last meeting in New York again, and find out, that they have litte in common now.",3049,3037
"Comedy,Drama,Family",A 10 year old boy goes on a search for God after his grandfather dies.,3050,3038
"Adventure,Drama,Family","A robot boy and a human boy team up to save their respective parents, who are being held captive by the organization that funded the robot's creator.",3051,3039
"Comedy,Family","It's Chad Sheppard's birthday and he's in for a big surprise! His best friend, Abner, a big furry Sheepdog can suddenly vanish into thin air and can talk too! But Chad already has enough ...",3052,3040
"Comedy,Family","During the first day of his new school year, a fifth grade boy squares off against a bully and winds up accepting a dare that could change the balance of power within the class.",3053,3041
"Musical,Romance,War","Two vaudeville performers fall in love, but find their relationship tested by the arrival of WWI.",3054,3042
"Adventure,Family",An ancient and magical amulet that has the power to stop time is passed through generations until it ends up in the hands of a young man who must choose to use its power for good or for evil.,3055,3043
"Comedy,Family","No Limit Kids centers on a group of young teens that band together to save their town's landmark, the old abandoned theater. With a story that focuses on treating others with respect, No ...",3056,3044
"Action,Adventure,Family","While at camp, Alex Sterling and his friends have stumbled upon an old journal left behind by his deceased grandfather where they learn of the existence of a legendary medallion believed to...",3057,3045
"Short,Family",Add a Plot,3058,3046
Family,Add a Plot,3059,1049
"Adventure,Family","When a new doctor moves in next door, the neighborhood kids make it their mission to ensure he is not a creepy guardian of a terrible neighbor-eating monster.",3060,3047
Family,Add a Plot,3061,1049
"Adventure,Family,Fantasy",Four turn of the century explorers embark on an airship expedition to the high artic. Where upon they find a lost colony of Vikings.,3062,3048
"Adventure,Family,History","Johnny Tremain is drawn into the Revolutionary War, and becomes a patriot fighting to free the colonies from England. Along the way he learns about life and about himself.",3063,3049
"Family,Documentary","A palimino cow pony, through a series of owners and adventures becomes a champion mount for one of the US equestrian team.",3064,3050
"Adventure,Drama,Family","During the reign of Henry VIII, Mary Tudor seeks to flee a forced marriage with the French king by escaping to America with her true love, but her plans are not so easily executed.",3065,3051
"Family,Western,Adventure",Legends (and myths) from the life of famed American frontiersman Davey Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell ...,3066,3052
"Western,Family",The adventures of a group of pioneers as their wagon train crosses the West.,3067,3053
"Family,Drama","Taken in by distant members of his family after being orphaned, Toby Tyler runs away to join the circus.",3068,3054
"Adventure,Drama,Family",A young white man who spent his whole life raised by Native Americans is sent to live with his birth family and must learn to fit in with people he was taught to hate.,3069,3055
"Adventure,Biography,Drama",The wartime adventures of Scotish highland leader Rob Roy MacGregor during the reign of King George I in the 18th century.,3070,3056
"Action,Adventure,Family",During the Civil War Union spy Andrews and his men volunteer to steal a Confederate train and drive it to Union territory while destroying the Confederate railway system along the way.,3071,3057
"Family,Adventure,Comedy","Davy Crockett and his sidekick Georgie compete against boastful Mike Fink ('King of the River') in a boat race to New Orleans. Later, Davy and Georgie, allied with Fink, battle a group of ...",3072,3058
"Adventure,Drama,Family",A boy attempts to realize his father's dream of climbing an alpine peak known as the Citadel.,3073,3059
"Adventure,Family,Fantasy","This True Life Fantasy follows and shows how the life of a female squirrel, Perri, in the forest is filled with danger and fraught with peril. When not fleeing her natural enemy, the Marten...",3074,3060
"Adventure,Family,Fantasy",A wily old codger matches wits with the king of the leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,3075,3061
"Adventure,Comedy,Musical",Two inept vaudevillians stow away on a Brazilian-bound ocean liner and foil a plot by a sinister hypnotist to marry off her niece to a greedy fortune hunter.,3076,3062
"Drama,Family",A comedy filled with tenderness as a baby raccoon snuggles his way into the life of a lonely boy. He becomes the boy's only companion during his father's frequent absences. Because of ...,3077,3063
"Animation,Comedy,Musical","The Bellows family causes comic confusion on an ocean liner, with time out for radio-style musical acts.",3078,3064
"Comedy,Crime,Music","Peanuts White, a burlesque comic, is recruited by U.S. agents to impersonate international spy Eric Augustine (whom White resembles) in a mission to purchase a million-dollar microfilm in ...",3079,3065
"Comedy,Western","Calamity Jane is despatched to find out who's smuggling rifles to the Indians, and winds up married to a hapless correspondence school dentist as part of her cover.",3080,3066
Documentary,Add a Plot,3081,3067
"Comedy,Fantasy,Musical","Having to leave Melbourne in a hurry to avoid various marriage proposals, two song-and-dance men sign on for work as divers. This takes them to an idyllic island on the way to Bali where ...",3082,3068
"Adventure,Comedy,Musical","Stranded in Africa, Chuck and his pal Fearless have comic versions of jungle adventures, featuring two attractive con-women.",3083,3069
"Comedy,Romance,Western","Junior Potter returns to claim his father's gold, which is nowhere to be found. 'Mike' is the luscious head of a gang of thieves, and Roy Barton is the federal marshal hot on her trail.",3084,3070
"Comedy,Music,Romance","When the Lemon Drop Kid accidentally steers Moose Moran's girl away from a winning bet, he is forced to come up with $10,000 to repay the angry gangster. Fortunately it's Christmas, a time ...",3085,3071
"Documentary,Biography",Discussion of the career of animator Chuck Jones.,3086,3072
"Adventure,Comedy,Romance","Princess Margaret is travelling incognito to elope with her true love instead of marrying the man her father has betrothed her to. On the high seas, her ship is attacked by pirates who know...",3087,3073
"Comedy,Horror,Mystery","A radio broadcaster, his quaking manservant and an heiress investigate the mystery of a haunted castle in Cuba.",3088,3074
Comedy,"Karen Bentley, an English secret agent, links up with Larry Haines and his star penguin Percy in an attempt to outwit German spies.",3089,3075
"Animation,Comedy,Family",Daffy Duck opens a detective agency for the supernatural along side his Looney Toon buddies.,3090,3076
Comedy,"Anabel Sims is determined to find the perfect husband. She thinks she's found her man in Madison Brown, a handsome pediatrician. She then prepares an elaborate scheme to trap him into marriage.",3091,3077
"Crime,Drama,Thriller",Husband and wife Americans Dr. Eugene and Mrs. Helen Ferguson - he a renowned neurosurgeon - are traveling through Latin America for a vacation. When they make the decision to return to New...,3092,3078
"Animation,Action,Drama",Add a Plot,3093,3079
"Comedy,Romance","Clemson Reade, a business tycoon with marriage on his mind, and Effie, a U.S. diplomat, are a modern couple. Unfortunately there seems to be too much business and not enough pleasure on the...",3094,3080
"Comedy,Drama,Fantasy","A bishop trying to get a new cathedral built prays for guidance. An angel (Cary Grant) arrives, but his guidance isn't about fundraising.",3095,3081
"Comedy,Romance","During the housing shortage of the Summer Olympic Games in 1964, two men and a woman share a small apartment in Tokyo, and the older man soon starts playing Cupid to the younger pair.",3096,3082
"Comedy,Romance","Right before the dancing Tobius' ought to film a new production, his wife tells Freddy Tobius that she's pregnant. So the producer desperately has to seek a replacement and starts a ...",3097,3083
Comedy,A fairly well-to-do family takes in 2 troubled orphans since no one else will take them.,3098,3084
"Comedy,Romance","A gambler has plans to swindle money from a charity program, but starts to have second thoughts when he falls for a rich society girl.",3099,3085
"Crime,Drama","Spoilt child Geoffrey Bramer teams up with a pair of small time crooks to pose as an aristocrat and steal jewelry from exclusive shops. During a a caper, Geoffrey is caught and is sentenced...",3100,3086
Drama,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,3101,3087
Comedy,Add a Plot,3102,451
"Short,Comedy","A hard boiled business man wants his daughter to marry for wealth, and not for love. Charley comes into the office seeking a job, and gets confused with an old geezer there as a prospective...",3103,3088
"Drama,Romance,Western","While building an irrigation system for a Southwestern desert community, an engineer vies with a local cowboy for the affections of a rancher's daughter.",3104,3089
"Musical,Drama","A singing waiter and composer (Al Jolson) loves two women (Betty Bronson, Josephine Dunn), conquers Broadway and holds his dying son, singing 'Sonny Boy.'",3105,3090
"Musical,Romance,War","On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission.",3106,3091
"Family,Drama","Poor but happy, young Nello and his grandfather live alone, delivering milk as a livelihood, in the outskirts of Antwerp, a city in Flanders (the Flemish or Dutch-speaking part of ...",3107,3092
Musical,"The musical revolves around the antics of Mame Dennis, a fun-loving, wealthy eccentric with a flare for life and a razor sharp wit. Her life is suddenly changed when she becomes the ...",3108,3093
"Drama,Family","The emotional story of a boy, his grandfather, and his dog. The boy's dream of becoming a great classical painter appears shattered when his loving grandfather dies.",3109,3094
"Drama,Fantasy,Musical","This musical version of Don Quixote is framed by an incident allegedly from the life of its author, Miguel de Cervantes. Don Quixote is the mad, aging nobleman who embarrasses his ...",3110,3095
"Action,Adventure,Drama","King Arthur's rule is threatened by the adulterous love between Sir Lancelot and Queen Guinevere, a relationship the king's enemies hope to exploit.",3111,3096
"Musical & Performing Arts,Classics,Comedy","Two naive young women become friends after moving to the Big Apple in the early 1920s, and together they learn to face the challenges inherit in becoming contemporary women. This acclaimed musical comedy won an Academy Award for its Elmer Bernstein score.",3112,3097
"Adventure,Drama,Western",In 1825 an English aristocrat is captured by Indians. He lives with them and begins to understand/accept their lifestyles. Eventually he is accepted as part of the tribe and becomes their leader.,3113,3098
"Comedy,Musical,Romance",Harold Hill poses as a boys' band leader to con naive Iowa townsfolk.,3114,3099
"Biography,Drama,Musical",A widow accepts a job as a live-in governess to the King of Siam's children.,3115,3100
Drama,"Abner Hale, a rigid and humorless New England missionary, marries the beautiful Jerusha Bromley and takes her to the exotic island kingdom of Hawaii, intent on converting the natives. But ...",3116,3101
"Crime,Film-Noir,Thriller",Two US Treasury agents hunt a successful counterfeiting ring.,3117,3102
"Crime,Drama,Film-Noir",A small town policeman is assisted by a Harvard professor when the skeletal remains of a pregnant prostitute turn up on a Massachusetts beach.,3118,3103
"Crime,Film-Noir,Drama",Reformed parolee Steve Lacey is caught in the middle when a wounded former cellmate seeks him out for shelter.,3119,3104
"Crime,Film-Noir,Romance",An army lieutenant accused of robbery pursues the real thief on a frantic chase through Mexico aided by the thief's fiancee.,3120,3105
Adventure,"An Englishman vacationing in a Ruritarian kingdom is recruited to impersonate his cousin, the soon-to-be-crowned king when the monarch is drugged and kidnapped.",3121,3106
"Crime,Drama,Film-Noir",A meek pharmacist creates an alternate identity under which he plans to murder the bullying liquor salesman who has become his wife's lover.,3122,3107
"Adventure,Drama,Romance","An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",3123,3108
"Action,Thriller",An ex-hitman comes out of retirement to track down the gangsters that took everything from him.,3124,3109
"Crime,Thriller","When Louis Bloom, a driven man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",3125,3110
"Action,Biography,Drama","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",3126,3111
"Drama,Thriller","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",3127,3112
"Action,Comedy,Crime","Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.",3128,3113
"Crime,Drama,Film-Noir",A struggling young father-to-be gives in to temptation and impulsively steals money from the office of a shady lawyer - with catastrophic consequences.,3129,3114
"Action,Biography,Drama","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",3130,3115
"Action,Drama,Sci-Fi","Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges.",3131,3116
"Drama,Sci-Fi","An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",3132,3117
"Drama,Action & Adventure,Horror,Mystery & Suspense","Fresh off the success of their inventive take on the zombie genre, Undead masterminds Michael and Peter Spierig direct Ethan Hawke in an ambitious tale of a futuristic Earth populated entirely by vampires, and the efforts made by the creatures to ensure that their food supply doesn't run out as humankind is faced with extinction. The year is 2017, and a vampire plague has turned most of the planet's human population into bloodsucking ghouls. As the population of mortals fast begins to dwindle, a,vampiric corporation sets out to capture and farm every remaining human while simultaneously researching a consumable blood substitute, headed by undead hematologist Edward Dalton (Ethan Hawke). His work is interrupted after stumbling onto a pocket of human survivors lead by Elvis (Willem Dafoe), a former vampire, whose past reveals a cure that could reverse the tide and save the human race. With time running out, Dalton's only hope lies in outsmarting the security forces of his boss (Sam Neill), whose goal isn't just to find a substitute, but to repopulate humanity in order to sell its blood to the highest bidder. ~ Jason Buchanan, Rovi",3133,3118
"Sci-Fi,Thriller",A medical engineer and an astronaut work together to survive after a catastrophe destroys their shuttle and leaves them adrift in orbit.,3134,3119
"Sci-Fi,Thriller",Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,3135,3120
"Thriller,Film-Noir,Drama","An embittered, vengeful POW stalks his former commanding officer who betrayed his men's planned escape attempt from a Nazi prison camp..",3136,3121
"Adventure,Sci-Fi,Thriller",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,3137,3122
"Action,Mystery,Sci-Fi","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow 'runners' for a shot at escape.",3138,3123
"Drama,Comedy","Hazel and Gus are two extraordinary teenagers who share an acerbic wit, a disdain for the conventional, and a love that sweeps them - and us - on an unforgettable journey. Their relationship is all the more miraculous, given that they met and fell in love at a cancer support group. THE FAULT IN OUR STARS, based upon the number-one bestselling novel by John Green, explores the funny, thrilling and tragic business of being alive and in love.(C) Fox",3139,3124
"Crime,Drama,Film-Noir","After an overly aggressive district attorney unknowingly sends an innocent man to the chair, he resigns, turns to drinking, and acquires a criminal clientèle.",3140,3125
"Film-Noir,Thriller","A young doctor falls in love with a disturbed young woman, becomes involved in the death of her husband, and has to flee with her to the Mexican border.",3141,3126
Drama,"In this crime drama, a group of armed bandits manages to pull off a caper and steal millions of dollars right under the nose of the law.",3142,3127
"Crime,Drama,Film-Noir","The big national crime syndicate has moved into town, partnering up with local crime boss Nick Scanlon. There are only two problems: First, Nick is the violent type, preferring to do things...",3143,3128
"Adventure,Comedy,Family","Young Calvin Fuller is pulled into King Arthur's court by Merlin. His mission: to save Camelot. To do this he must overcome the villain known as Lord Belascoe, train to become a knight, and...",3144,3129
"Adventure,Drama,Family","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",3145,3130
"Adventure,Family,Sport","While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion who is brought on board and stabled in the ship he is sailing on. When it tragically sinks ...",3146,3131
"Family,Adventure,Drama",A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,3147,3132
"Family,Fantasy,Music","The colorful holiday classic is finally brought to the big screen, designed by famed children's story author and artist Maurice Sendak, and written for the first time to be as close as ...",3148,3133
"Adventure,Family","An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. ...",3149,3134
"Comedy,Family,Fantasy","Elliot Hopper is a widower with three children, he is currently working on a deal. It seems like his wife illness was very costly and this deal could put them out of the red. However he ...",3150,3135
"Action,Adventure,Comedy","The three best of the disbanded Musketeers - Athos, Porthos, and Aramis - join a young hotheaded would-be-Musketeer, D'Artagnan, to stop the Cardinal Richelieu's evil plot: to form an ...",3151,3136
"Comedy,Family",A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,3152,3137
"Drama,Family,Fantasy","An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the Chicago White Sox come.",3153,3138
"Action,Adventure,Comedy","The Crocodile Hunter mistakes some CIA agents for poachers and sets out to stop them from capturing a wily croc which, unbeknownst to him, has swallowed a tracking drone.",3154,3139
"Action,Adventure,Family",A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by a zoologist and a young woman whom he grew up with. A poacher from the past returns to seek vengeance on him.,3155,3140
Drama,"In turn-of-the-20th-century upstate New York, Winnie Foster, a 12-year-old girl, discovers a family living in the woods near her family's home who never ages thanks to a magical spring they...",3156,3141
"Drama,Family,Fantasy",A young British girl born and raised in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's estate. Her uncle is very distant due to the ...,3157,3142
"Family,Comedy,Drama",Harriet M. Welsch is a spy. But when Harriet's friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,3158,3143
"Comedy,Romance",An unsophisticated young woman from the Mississippi swamps falls in love with an unconventional southern gentleman.,3159,3144
"Adventure,Family",An American boy runs away in the Indian jungle after a fight with his father.,3160,3145
"Comedy,Family","A young boy lets the animals out of their cages at the Zoo, to set them free, but the animals start taking over the town.",3161,3146
"Comedy,Drama,Family","Eddie Ellison is an ex-con who spent time in Sing-Sing prison. Kay marries him as soon as he serves his time. Five years later, Eddie and his ex-convict buddy Larry, have both gone straight...",3162,3147
Comedy,"Photographer Grif Henderson is assigned a photo shoot in Paris. He decides to take his wife, Jenny, and his hippie son, Davey, with him on the shoot. Everything gets mucked up when she ...",3163,3148
"Family,Drama","Scotland 1865. An old shepherd and his little Skye terrier go to Edinburgh. But when the shepherd dies of pneumonia, the dog remains faithful to his master, refuses to be adopted by anyone,...",3164,3149
